Airlines,Total_Stops,Price,Duration,Destination,Date
"Tunisair, Turkish Airlines",2,556 €,16h 25min,COO,2025-02-19
"Tunisair, Air France",2,708 €,13h 55min,COO,2025-02-19
"Air France, Royal Air Maroc",3,580 €,18h 30min,COO,2025-02-19
Plusieurs compagnies,2,1 222 €,17h 15min,COO,2025-02-19
"Aeroitalia, Ryanair",1,101 €,5h 25min,CRL,2025-02-19
Airlines,Total_Stops,Price,Duration,Destination,Date
Tunisair,0,151 €,2h 15min,MAD,2025-01-10
Tunisair,0,144 €,2h 15min,MAD,2025-01-10
"Tunisair, easyJet",1,84 €,9h 35min,MAD,2025-01-10
"Transavia France, Volotea",1,138 €,6h 10min,MAD,2025-01-10
"Transavia France, easyJet",1,134 €,7h 35min,MAD,2025-01-10
Air France,1,192 €,6h 30min,MAD,2025-01-10
Plusieurs compagnies,2,121 €,9h 00min,MAD,2025-01-10
"Nouvelair, Ryanair",1,180 €,5h 50min,MAD,2025-01-10
"Tunisair, Iberia",1,152 €,6h 50min,MAD,2025-01-10
ITA Airways,1,219 €,4h 59min,MAD,2025-01-10
"Tunisair, Iberia",1,147 €,7h 35min,MAD,2025-01-10
"Transavia France, Iberia",1,218 €,4h 35min,MAD,2025-01-10
"Nouvelair, Iberia",1,146 €,8h 15min,MAD,2025-01-10
Plusieurs compagnies,3,116 €,9h 50min,MAD,2025-01-10
Royal Air Maroc,1,264 €,6h 15min,MAD,2025-01-10
Plusieurs compagnies,2,145 €,7h 40min,MAD,2025-01-10
"Nouvelair, Iberia",1,181 €,6h 50min,MAD,2025-01-10
"ITA Airways, Ryanair",1,187 €,6h 55min,MAD,2025-01-10
"Nouvelair, Ryanair",1,174 €,8h 15min,MAD,2025-01-10
"Transavia France, Air Europa",1,189 €,7h 15min,MAD,2025-01-10
Transavia France,1,181 €,7h 55min,MAD,2025-01-10
"Tunisair, Iberia",1,170 €,7h 40min,MAD,2025-01-10
"Tunisair, Transavia France",1,215 €,6h 20min,MAD,2025-01-10
Plusieurs compagnies,2,147 €,7h 55min,MAD,2025-01-10
"Transavia France, Iberia",1,233 €,6h 00min,MAD,2025-01-10
Plusieurs compagnies,2,152 €,7h 40min,MAD,2025-01-10
"Tunisair, easyJet",1,220 €,6h 05min,MAD,2025-01-10
"ITA Airways, Iberia",1,233 €,5h 55min,MAD,2025-01-10
"Nouvelair, Iberia",1,251 €,5h 30min,MAD,2025-01-10
Plusieurs compagnies,2,148 €,8h 20min,MAD,2025-01-10
Plusieurs compagnies,2,154 €,7h 55min,MAD,2025-01-10
Royal Air Maroc,1,406 €,9h 25min,COO,2025-01-10
Royal Air Maroc,1,405 €,9h 25min,COO,2025-01-10
Turkish Airlines,1,499 €,12h 40min,COO,2025-01-10
Royal Air Maroc,1,405 €,15h 55min,COO,2025-01-10
Air France,1,522 €,10h 15min,COO,2025-01-10
Air France,1,522 €,15h 40min,COO,2025-01-10
"Transavia France, Royal Air Maroc",2,520 €,15h 45min,COO,2025-01-10
"ITA Airways, Ethiopian Air",2,565 €,17h 15min,COO,2025-01-10
"Tunisair, Turkish Airlines",2,537 €,16h 50min,COO,2025-01-10
"Tunisair, Turkish Airlines",2,535 €,16h 40min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,564 €,14h 45min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,563 €,14h 10min,COO,2025-01-10
"Transavia France, Royal Air Maroc",2,552 €,15h 45min,COO,2025-01-10
Plusieurs compagnies,2,1 222 €,17h 15min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,557 €,19h 15min,COO,2025-01-10
"Tunisair, Turkish Airlines",2,599 €,15h 40min,COO,2025-01-10
"Nouvelair, Royal Air Maroc",2,633 €,14h 45min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,573 €,19h 15min,COO,2025-01-10
"Tunisair, Corsair",2,834 €,14h 05min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,728 €,12h 35min,COO,2025-01-10
"Tunisair, Royal Air Maroc",2,590 €,19h 15min,COO,2025-01-10
"Tunisair, Turkish Airlines",2,770 €,15h 55min,COO,2025-01-10
"Transavia France, Royal Air Maroc",2,615 €,17h 50min,COO,2025-01-10
"Tunisair, Air France",2,770 €,14h 10min,COO,2025-01-10
"Tunisair, Air France",2,770 €,14h 10min,COO,2025-01-10
"ITA Airways, Royal Air Maroc",2,683 €,16h 20min,COO,2025-01-10
"Tunisair, Air France",2,771 €,14h 20min,COO,2025-01-10
"Tunisair, Air France",2,771 €,14h 20min,COO,2025-01-10
Plusieurs compagnies,3,679 €,14h 45min,COO,2025-01-10
"Transavia France, Royal Air Maroc",2,642 €,18h 15min,COO,2025-01-10
Plusieurs compagnies,3,684 €,14h 45min,COO,2025-01-10
"Tunisair, Pegasus Airlines",2,275 €,11h 35min,CRL,2025-01-10
"Tunisair, Ryanair",1,89 €,8h 05min,CRL,2025-01-10
"Nouvelair, Ryanair",1,131 €,8h 05min,CRL,2025-01-10
Air France,1,190 €,6h 08min,CRL,2025-01-10
"Tunisair Express, Ryanair",1,191 €,6h 00min,CRL,2025-01-10
"Transavia France, Ryanair",1,134 €,11h 10min,CRL,2025-01-10
"Tunisair, Ryanair",1,145 €,10h 50min,CRL,2025-01-10
"Tunisair, Ryanair",1,222 €,6h 15min,CRL,2025-01-10
Plusieurs compagnies,2,155 €,11h 30min,CRL,2025-01-10
"Tunisair, Ryanair",2,159 €,11h 10min,CRL,2025-01-10
Plusieurs compagnies,2,188 €,9h 55min,CRL,2025-01-10
Plusieurs compagnies,2,196 €,10h 20min,CRL,2025-01-10
Plusieurs compagnies,2,282 €,7h 00min,CRL,2025-01-10
Plusieurs compagnies,2,214 €,11h 15min,CRL,2025-01-10
"Transavia France, Ryanair",2,160 €,12h 15min,CRL,2025-01-10
"Nouvelair, Pegasus Airlines",1,297 €,11h 25min,CRL,2025-01-10
Plusieurs compagnies,2,206 €,11h 55min,CRL,2025-01-10
Plusieurs compagnies,2,208 €,11h 55min,CRL,2025-01-10
"Tunisair, Pegasus Airlines",2,270 €,11h 35min,CRL,2025-01-10
"Tunisair, Ryanair",1,89 €,14h 15min,CRL,2025-01-10
"Tunisair, Ryanair",1,127 €,14h 10min,CRL,2025-01-10
Plusieurs compagnies,2,165 €,13h 45min,CRL,2025-01-10
Plusieurs compagnies,2,124 €,14h 45min,CRL,2025-01-10
Plusieurs compagnies,2,149 €,14h 25min,CRL,2025-01-10
Plusieurs compagnies,2,184 €,13h 55min,CRL,2025-01-10
"ITA Airways, Wizz Air",2,203 €,14h 00min,CRL,2025-01-10
"Tunisair, Ryanair",2,115 €,15h 20min,CRL,2025-01-10
"Turkish Airlines, Ryanair",2,340 €,11h 45min,CRL,2025-01-10
"Air France, Ryanair",2,448 €,10h 30min,CRL,2025-01-10
"Nouvelair, Wizz Air",2,185 €,15h 00min,CRL,2025-01-10
Plusieurs compagnies,2,130 €,15h 45min,CRL,2025-01-10
Air France,1,190 €,6h 08min,ANR,2025-01-10
Plusieurs compagnies,3,358 €,15h 10min,ANR,2025-01-10
Plusieurs compagnies,2,222 €,27h 25min,OST,2025-01-10
Plusieurs compagnies,3,384 €,17h 05min,OST,2025-01-10
Plusieurs compagnies,3,313 €,28h 05min,OST,2025-01-10
Plusieurs compagnies,3,313 €,28h 05min,OST,2025-01-10
"Transavia France, TUI Fly Belgium",2,368 €,28h 05min,OST,2025-01-10
Plusieurs compagnies,3,331 €,24h 05min,OST,2025-01-10
Plusieurs compagnies,3,331 €,24h 05min,OST,2025-01-10
Plusieurs compagnies,3,325 €,28h 05min,OST,2025-01-10
Plusieurs compagnies,3,325 €,28h 05min,OST,2025-01-10
Plusieurs compagnies,3,346 €,24h 40min,OST,2025-01-10
Plusieurs compagnies,3,366 €,22h 30min,OST,2025-01-10
Plusieurs compagnies,3,351 €,26h 35min,OST,2025-01-10
Plusieurs compagnies,3,366 €,24h 05min,OST,2025-01-10
Plusieurs compagnies,3,351 €,28h 35min,OST,2025-01-10
Plusieurs compagnies,3,370 €,26h 35min,OST,2025-01-10
Plusieurs compagnies,3,374 €,27h 35min,OST,2025-01-10
Plusieurs compagnies,3,374 €,27h 35min,OST,2025-01-10
"Lufthansa, TUI Fly Belgium",2,844 €,20h 10min,OST,2025-01-10
Turkish Airlines,1,280 €,11h 15min,LUX,2025-01-10
"Nouvelair, Luxair",1,197 €,4h 35min,LUX,2025-01-10
"Tunisair, Ryanair",1,91 €,22h 10min,LUX,2025-01-10
"Tunisair, Ryanair",2,136 €,10h 25min,LUX,2025-01-10
"Tunisair, Luxair",1,136 €,15h 35min,LUX,2025-01-10
"Tunisair, Luxair",1,209 €,8h 20min,LUX,2025-01-10
"Tunisair, Luxair",1,301 €,7h 40min,LUX,2025-01-10
Turkish Airlines,1,276 €,11h 15min,LUX,2025-01-10
"Tunisair, KLM",2,172 €,9h 25min,LUX,2025-01-10
"Nouvelair, Luxair",1,294 €,7h 35min,LUX,2025-01-10
Plusieurs compagnies,2,139 €,15h 00min,LUX,2025-01-10
"Nouvelair, Luxair",1,297 €,7h 40min,LUX,2025-01-10
Plusieurs compagnies,2,190 €,9h 40min,LUX,2025-01-10
"Tunisair, Lufthansa",1,382 €,6h 00min,LUX,2025-01-10
"Tunisair, Luxair",1,357 €,6h 40min,LUX,2025-01-10
"Tunisair, Luxair",1,206 €,14h 45min,LUX,2025-01-10
"Tunisair, KLM",2,181 €,11h 00min,LUX,2025-01-10
"Nouvelair, Lufthansa",2,236 €,7h 30min,LUX,2025-01-10
"ITA Airways, Luxair",1,239 €,11h 20min,LUX,2025-01-10
Plusieurs compagnies,3,154 €,12h 15min,LUX,2025-01-10
"Tunisair, Luxair",1,360 €,7h 10min,LUX,2025-01-10
"Nouvelair, KLM",2,212 €,9h 25min,LUX,2025-01-10
"Nouvelair, SWISS",2,236 €,8h 00min,LUX,2025-01-10
Plusieurs compagnies,2,224 €,9h 35min,LUX,2025-01-10
"Tunisair, easyJet",1,285 €,10h 00min,LUX,2025-01-10
ITA Airways,1,274 €,11h 20min,LUX,2025-01-10
Plusieurs compagnies,2,192 €,11h 45min,LUX,2025-01-10
Plusieurs compagnies,2,200 €,11h 15min,LUX,2025-01-10
Plusieurs compagnies,2,269 €,9h 10min,LUX,2025-01-10
Plusieurs compagnies,2,198 €,11h 45min,LUX,2025-01-10
Plusieurs compagnies,2,290 €,7h 20min,LUX,2025-01-10
"Transavia France, KLM",2,266 €,8h 20min,LUX,2025-01-10
Turkish Airlines,1,448 €,13h 05min,NDJ,2025-01-10
Turkish Airlines,1,436 €,13h 05min,NDJ,2025-01-10
"ITA Airways, Ethiopian Air",2,579 €,17h 10min,NDJ,2025-01-10
"Nouvelair, Turkish Airlines",1,703 €,17h 05min,NDJ,2025-01-10
"Tunisair, Turkish Airlines",2,575 €,16h 05min,NDJ,2025-01-10
Air France,2,640 €,16h 55min,NDJ,2025-01-10
"Tunisair, Turkish Airlines",1,783 €,17h 10min,NDJ,2025-01-10
Plusieurs compagnies,3,636 €,16h 05min,NDJ,2025-01-10
"Tunisair, Turkish Airlines",2,670 €,17h 15min,NDJ,2025-01-10
"Tunisair, Turkish Airlines",2,728 €,16h 20min,NDJ,2025-01-10
Plusieurs compagnies,2,1 130 €,17h 10min,NDJ,2025-01-10
"Air France, Ethiopian Air",2,1 121 €,19h 35min,NDJ,2025-01-10
"Nouvelair, Ethiopian Air",2,1 126 €,20h 10min,NDJ,2025-01-10
"Lufthansa, Air France",3,3 387 €,19h 35min,NDJ,2025-01-10
"Lufthansa, Air France",3,3 387 €,19h 35min,NDJ,2025-01-10
"Air France, Turkish Airlines",2,1 054 €,18h 35min,NDJ,2025-01-10
"Lufthansa, Turkish Airlines",2,1 057 €,21h 15min,NDJ,2025-01-10
"Lufthansa, Turkish Airlines",3,933 €,21h 15min,NDJ,2025-01-10
Royal Air Maroc,1,236 €,11h 20min,ABJ,2025-01-10
Tunisair,0,324 €,5h 20min,ABJ,2025-01-10
Royal Air Maroc,1,232 €,11h 20min,ABJ,2025-01-10
Royal Air Maroc,1,232 €,13h 45min,ABJ,2025-01-10
Royal Air Maroc,1,232 €,17h 50min,ABJ,2025-01-10
Turkish Airlines,2,337 €,15h 00min,ABJ,2025-01-10
Air Algerie,1,286 €,15h 20min,ABJ,2025-01-10
Egyptair,1,342 €,15h 50min,ABJ,2025-01-10
Air France,1,394 €,12h 45min,ABJ,2025-01-10
Air France,1,520 €,10h 00min,ABJ,2025-01-10
Air France,1,418 €,18h 10min,ABJ,2025-01-10
"Tunisair, Air Algerie",1,436 €,12h 30min,ABJ,2025-01-10
"ITA Airways, Ethiopian Air",2,604 €,18h 00min,ABJ,2025-01-10
"Nouvelair, Air Algerie",1,423 €,15h 20min,ABJ,2025-01-10
Air France,1,679 €,15h 25min,ABJ,2025-01-10
"Tunisair, Air Algerie",2,518 €,11h 50min,ABJ,2025-01-10
"Tunisair, Egyptair",2,450 €,19h 25min,ABJ,2025-01-10
Plusieurs compagnies,2,1 180 €,18h 00min,ABJ,2025-01-10
"Transavia France, Royal Air Maroc",2,536 €,13h 35min,ABJ,2025-01-10
"Nouvelair, Air Algerie",2,463 €,18h 25min,ABJ,2025-01-10
"Nouvelair, Royal Air Maroc",2,483 €,19h 10min,ABJ,2025-01-10
"Tunisair, Air Algerie",2,482 €,18h 00min,ABJ,2025-01-10
"Transavia France, Air Algerie",2,564 €,14h 55min,ABJ,2025-01-10
"Tunisair, Royal Air Maroc",2,531 €,16h 40min,ABJ,2025-01-10
"Tunisair, Turkish Airlines",3,524 €,18h 00min,ABJ,2025-01-10
"Tunisair, Royal Air Maroc",2,594 €,16h 05min,ABJ,2025-01-10
"Tunisair, Royal Air Maroc",2,563 €,17h 05min,ABJ,2025-01-10
Lufthansa,3,982 €,17h 45min,ABJ,2025-01-10
Lufthansa,3,982 €,17h 45min,ABJ,2025-01-10
"Tunisair, Air France",2,637 €,15h 40min,ABJ,2025-01-10
"Transavia France, Royal Air Maroc",2,570 €,17h 40min,ABJ,2025-01-10
Transavia France,0,92 €,2h 40min,PAR,2025-01-10
Transavia France,0,89 €,2h 40min,PAR,2025-01-10
Transavia France,0,89 €,2h 40min,PAR,2025-01-10
Nouvelair,0,102 €,2h 35min,PAR,2025-01-10
Transavia France,0,89 €,2h 40min,PAR,2025-01-10
Transavia France,0,91 €,2h 40min,PAR,2025-01-10
Tunisair,0,117 €,2h 25min,PAR,2025-01-10
Tunisair,0,117 €,2h 25min,PAR,2025-01-10
Tunisair,0,124 €,2h 30min,PAR,2025-01-10
Air France,0,199 €,2h 40min,PAR,2025-01-10
"Tunisair, easyJet",1,111 €,6h 55min,PAR,2025-01-10
Air France,0,289 €,2h 40min,PAR,2025-01-10
"Nouvelair, easyJet",1,149 €,4h 35min,PAR,2025-01-10
"Nouvelair, easyJet",1,150 €,4h 25min,PAR,2025-01-10
Plusieurs compagnies,2,132 €,7h 50min,PAR,2025-01-10
Plusieurs compagnies,2,129 €,9h 45min,PAR,2025-01-10
Plusieurs compagnies,2,132 €,8h 25min,PAR,2025-01-10
"Tunisair, Wizz Air",1,141 €,7h 25min,PAR,2025-01-10
"ITA Airways, Ryanair",1,180 €,5h 00min,PAR,2025-01-10
"Tunisair, Air France",1,153 €,6h 05min,PAR,2025-01-10
Plusieurs compagnies,2,131 €,9h 50min,PAR,2025-01-10
Plusieurs compagnies,2,134 €,9h 25min,PAR,2025-01-10
"Tunisair, Air France",1,153 €,6h 50min,PAR,2025-01-10
"Tunisair, Ryanair",1,149 €,8h 25min,PAR,2025-01-10
"Tunisair, Air France",1,224 €,5h 15min,PAR,2025-01-10
ITA Airways,1,230 €,4h 40min,PAR,2025-01-10
Plusieurs compagnies,2,144 €,8h 05min,PAR,2025-01-10
"Tunisair, Air France",1,153 €,7h 45min,PAR,2025-01-10
"Tunisair, Air France",1,153 €,7h 55min,PAR,2025-01-10
"Tunisair, Ryanair",2,139 €,9h 35min,PAR,2025-01-10
"Tunisair Express, Transavia France",1,174 €,7h 15min,PAR,2025-01-10
Nouvelair,0,90 €,1h 25min,ALG,2025-01-10
Nouvelair,0,80 €,1h 25min,ALG,2025-01-10
Air Algerie,0,112 €,1h 20min,ALG,2025-01-10
Air Algerie,0,112 €,1h 20min,ALG,2025-01-10
Tunisair,0,113 €,1h 20min,ALG,2025-01-10
Plusieurs compagnies,2,120 €,8h 30min,ALG,2025-01-10
"Tunisair, Air Algerie",1,157 €,5h 20min,ALG,2025-01-10
Air France,1,205 €,6h 50min,ALG,2025-01-10
"Transavia France, ASL Airlines France",1,169 €,7h 25min,ALG,2025-01-10
Air France,1,212 €,9h 15min,ALG,2025-01-10
"Tunisair, Air Algerie",1,206 €,4h 30min,ALG,2025-01-10
"Nouvelair, Transavia France",1,177 €,7h 05min,ALG,2025-01-10
Plusieurs compagnies,2,122 €,14h 30min,ALG,2025-01-10
Plusieurs compagnies,2,122 €,14h 40min,ALG,2025-01-10
Air France,1,280 €,7h 00min,ALG,2025-01-10
Air France,1,209 €,17h 50min,ALG,2025-01-10
"Tunisair, Air Algerie",1,168 €,11h 35min,ALG,2025-01-10
Air France,1,222 €,20h 20min,ALG,2025-01-10
"Tunisair, Vueling",2,134 €,14h 40min,ALG,2025-01-10
"Tunisair, Transavia France",1,215 €,7h 00min,ALG,2025-01-10
Plusieurs compagnies,2,160 €,8h 30min,ALG,2025-01-10
Turkish Airlines,1,308 €,11h 15min,ALG,2025-01-10
"Tunisair, Transavia France",1,211 €,7h 30min,ALG,2025-01-10
Turkish Airlines,1,308 €,11h 45min,ALG,2025-01-10
Egyptair,1,325 €,12h 15min,ALG,2025-01-10
"Tunisair, Air Algerie",1,203 €,10h 40min,ALG,2025-01-10
"Tunisair, ASL Airlines France",1,215 €,9h 40min,ALG,2025-01-10
"Tunisair, Air France",2,158 €,12h 50min,ALG,2025-01-10
Turkish Airlines,1,308 €,17h 10min,ALG,2025-01-10
Turkish Airlines,1,308 €,17h 40min,ALG,2025-01-10
"Nouvelair, Vueling",2,153 €,15h 05min,ALG,2025-01-10
Air France,1,100 €,6h 30min,MAD,2025-01-20
Air France,1,100 €,6h 30min,MAD,2025-01-20
"Tunisair, Vueling",2,82 €,14h 15min,MAD,2025-01-20
"Tunisair, Air Europa",1,104 €,5h 25min,MAD,2025-01-20
"Tunisair, easyJet",1,103 €,6h 10min,MAD,2025-01-20
Transavia France,1,113 €,6h 05min,MAD,2025-01-20
"Tunisair, Transavia France",1,122 €,6h 00min,MAD,2025-01-20
"Tunisair, Iberia Express",1,105 €,7h 05min,MAD,2025-01-20
ITA Airways,1,178 €,4h 59min,MAD,2025-01-20
Transavia France,1,105 €,9h 50min,MAD,2025-01-20
"Nouvelair, Iberia",1,117 €,6h 50min,MAD,2025-01-20
"Tunisair, Iberia",1,115 €,7h 05min,MAD,2025-01-20
"Transavia France, Iberia",1,143 €,5h 55min,MAD,2025-01-20
"Nouvelair, Iberia",1,122 €,7h 25min,MAD,2025-01-20
"Transavia France, Air Europa",1,151 €,5h 45min,MAD,2025-01-20
"Tunisair, Iberia",1,142 €,6h 45min,MAD,2025-01-20
"Nouvelair, Iberia",1,153 €,5h 55min,MAD,2025-01-20
"ITA Airways, Ryanair",1,154 €,5h 45min,MAD,2025-01-20
"Tunisair, Iberia",1,155 €,5h 50min,MAD,2025-01-20
Air France,1,183 €,6h 05min,MAD,2025-01-20
"Nouvelair, Ryanair",1,108 €,11h 55min,MAD,2025-01-20
Air France,1,148 €,8h 20min,MAD,2025-01-20
"Tunisair, Air Europa",1,163 €,5h 40min,MAD,2025-01-20
"Transavia France, Ryanair",1,119 €,9h 40min,MAD,2025-01-20
"Transavia France, Iberia",1,150 €,6h 45min,MAD,2025-01-20
"Nouvelair, Iberia",1,112 €,10h 55min,MAD,2025-01-20
"Tunisair, Iberia",1,130 €,7h 35min,MAD,2025-01-20
"Tunisair, Iberia",1,198 €,4h 55min,MAD,2025-01-20
"Tunisair, Iberia",1,143 €,6h 55min,MAD,2025-01-20
"Tunisair, Air Europa",1,149 €,8h 10min,MAD,2025-01-20
Plusieurs compagnies,2,110 €,10h 30min,MAD,2025-01-20
"Tunisair, Transavia France",1,123 €,11h 00min,MAD,2025-01-20
Royal Air Maroc,1,408 €,9h 25min,COO,2025-01-20
Royal Air Maroc,1,405 €,9h 25min,COO,2025-01-20
"Nouvelair, Royal Air Maroc",2,404 €,20h 15min,COO,2025-01-20
Turkish Airlines,1,499 €,12h 40min,COO,2025-01-20
Royal Air Maroc,1,405 €,15h 55min,COO,2025-01-20
Air France,1,522 €,10h 15min,COO,2025-01-20
"Transavia France, Royal Air Maroc",2,425 €,14h 15min,COO,2025-01-20
"Transavia France, Royal Air Maroc",2,410 €,18h 00min,COO,2025-01-20
"Tunisair, Royal Air Maroc",2,428 €,14h 10min,COO,2025-01-20
Air France,1,522 €,15h 40min,COO,2025-01-20
"Transavia France, Royal Air Maroc",2,425 €,18h 00min,COO,2025-01-20
"Transavia France, Royal Air Maroc",2,428 €,18h 00min,COO,2025-01-20
"ITA Airways, Ethiopian Air",2,484 €,17h 15min,COO,2025-01-20
"Tunisair, Royal Air Maroc",2,438 €,19h 10min,COO,2025-01-20
"Tunisair, Royal Air Maroc",2,438 €,19h 10min,COO,2025-01-20
"Tunisair, Royal Air Maroc",2,440 €,19h 10min,COO,2025-01-20
"Tunisair, Air France",2,531 €,13h 25min,COO,2025-01-20
"Tunisair, Air France",1,964 €,12h 35min,COO,2025-01-20
"Nouvelair, Air France",1,931 €,13h 40min,COO,2025-01-20
Plusieurs compagnies,2,1 225 €,17h 15min,COO,2025-01-20
"Air France, Royal Air Maroc",2,503 €,16h 50min,COO,2025-01-20
"Nouvelair, Turkish Airlines",2,572 €,15h 40min,COO,2025-01-20
"Tunisair, Brussels Airlines",2,741 €,13h 55min,COO,2025-01-20
"Tunisair, Turkish Airlines",2,531 €,16h 40min,COO,2025-01-20
"Tunisair, Turkish Airlines",2,536 €,16h 50min,COO,2025-01-20
"Tunisair, Turkish Airlines",2,567 €,15h 55min,COO,2025-01-20
"Tunisair, Turkish Airlines",2,713 €,15h 50min,COO,2025-01-20
"Tunisair, Turkish Airlines",2,599 €,15h 40min,COO,2025-01-20
"Tunisair, Air France",2,771 €,14h 20min,COO,2025-01-20
"ITA Airways, Royal Air Maroc",2,666 €,16h 20min,COO,2025-01-20
"Air France, Royal Air Maroc",2,593 €,16h 50min,COO,2025-01-20
"Nouvelair, Ryanair",1,80 €,10h 45min,CRL,2025-01-20
Air France,1,124 €,6h 08min,CRL,2025-01-20
"Tunisair, Ryanair",1,110 €,6h 45min,CRL,2025-01-20
"Tunisair, Ryanair",1,115 €,9h 30min,CRL,2025-01-20
"ITA Airways, Ryanair",1,147 €,8h 00min,CRL,2025-01-20
"Tunisair, Ryanair",1,141 €,9h 55min,CRL,2025-01-20
Plusieurs compagnies,2,136 €,11h 30min,CRL,2025-01-20
"Tunisair, Ryanair",1,142 €,11h 25min,CRL,2025-01-20
Plusieurs compagnies,2,169 €,8h 35min,CRL,2025-01-20
Plusieurs compagnies,2,269 €,8h 15min,CRL,2025-01-20
Plusieurs compagnies,2,143 €,11h 30min,CRL,2025-01-20
Plusieurs compagnies,2,180 €,11h 00min,CRL,2025-01-20
"ITA Airways, Ryanair",2,169 €,11h 25min,CRL,2025-01-20
"ITA Airways, Ryanair",2,169 €,11h 25min,CRL,2025-01-20
"Tunisair, Ryanair",1,120 €,12h 50min,CRL,2025-01-20
Plusieurs compagnies,2,118 €,12h 45min,CRL,2025-01-20
Plusieurs compagnies,2,123 €,12h 45min,CRL,2025-01-20
"Transavia France, Ryanair",2,148 €,12h 25min,CRL,2025-01-20
Plusieurs compagnies,2,127 €,12h 45min,CRL,2025-01-20
"Tunisair, Ryanair",2,130 €,12h 45min,CRL,2025-01-20
Plusieurs compagnies,2,152 €,12h 25min,CRL,2025-01-20
"Nouvelair, Ryanair",1,92 €,13h 50min,CRL,2025-01-20
Plusieurs compagnies,2,165 €,12h 30min,CRL,2025-01-20
"ITA Airways, Wizz Air",2,140 €,13h 05min,CRL,2025-01-20
Plusieurs compagnies,2,141 €,13h 00min,CRL,2025-01-20
"ITA Airways, Ryanair",1,143 €,13h 35min,CRL,2025-01-20
Plusieurs compagnies,2,124 €,13h 40min,CRL,2025-01-20
"Air France, Ryanair",2,277 €,11h 00min,CRL,2025-01-20
Plusieurs compagnies,2,140 €,13h 40min,CRL,2025-01-20
"ITA Airways, Wizz Air",2,127 €,14h 00min,CRL,2025-01-20
Air France,1,115 €,6h 08min,ANR,2025-01-20
Plusieurs compagnies,2,322 €,12h 30min,ANR,2025-01-20
Plusieurs compagnies,2,323 €,12h 30min,ANR,2025-01-20
Plusieurs compagnies,2,200 €,32h 55min,OST,2025-01-20
"Nouvelair, Ryanair",1,76 €,6h 15min,LUX,2025-01-20
"Nouvelair, Luxair",1,149 €,6h 20min,LUX,2025-01-20
Air France,1,221 €,5h 05min,LUX,2025-01-20
Lufthansa,1,125 €,15h 20min,LUX,2025-01-20
"ITA Airways, Luxair",1,199 €,5h 00min,LUX,2025-01-20
"Tunisair, British Airways",1,145 €,8h 15min,LUX,2025-01-20
ITA Airways,1,239 €,5h 00min,LUX,2025-01-20
"Tunisair, Luxair",1,172 €,7h 05min,LUX,2025-01-20
Air France,1,139 €,18h 00min,LUX,2025-01-20
"Tunisair, Ryanair",2,130 €,13h 20min,LUX,2025-01-20
Air France,1,221 €,8h 20min,LUX,2025-01-20
Plusieurs compagnies,2,159 €,9h 25min,LUX,2025-01-20
"Tunisair, Luxair",1,197 €,8h 25min,LUX,2025-01-20
"Transavia France, Ryanair",2,160 €,10h 25min,LUX,2025-01-20
Plusieurs compagnies,2,175 €,9h 15min,LUX,2025-01-20
"Tunisair, Lufthansa",1,203 €,8h 35min,LUX,2025-01-20
"ITA Airways, SWISS",2,224 €,6h 45min,LUX,2025-01-20
Plusieurs compagnies,2,150 €,12h 40min,LUX,2025-01-20
Plusieurs compagnies,2,178 €,9h 00min,LUX,2025-01-20
"Tunisair, ITA Airways",1,233 €,8h 25min,LUX,2025-01-20
"Tunisair, Luxair",1,211 €,9h 40min,LUX,2025-01-20
Plusieurs compagnies,2,142 €,14h 55min,LUX,2025-01-20
"Transavia France, Luxair",2,195 €,9h 25min,LUX,2025-01-20
"Tunisair, SWISS",2,166 €,11h 10min,LUX,2025-01-20
Plusieurs compagnies,2,155 €,13h 10min,LUX,2025-01-20
Lufthansa,2,159 €,16h 25min,LUX,2025-01-20
Plusieurs compagnies,2,195 €,9h 15min,LUX,2025-01-20
"Tunisair, SWISS",2,170 €,11h 10min,LUX,2025-01-20
Plusieurs compagnies,2,171 €,10h 55min,LUX,2025-01-20
Plusieurs compagnies,2,207 €,9h 20min,LUX,2025-01-20
Egyptair,1,344 €,24h 05min,NDJ,2025-01-20
Turkish Airlines,1,438 €,13h 05min,NDJ,2025-01-20
Egyptair,1,338 €,24h 05min,NDJ,2025-01-20
